΄ϊΒλ,Ός³Ζ,ΘΥΖΪ,ΏªΕΜΌΫ(Τª),ΧξΈίΌΫ(Τª),ΧξµΝΌΫ(Τª),ΚΥΕΜΌΫ(Τª),³Ι½»ΑΏ(ΉΙ),
603885.SH,ΌªΟιΊ½ΏΥ,2018-11-07,39.9048,41.2788,39.9048,40.1094,6355581,
603885.SH,ΌªΟιΊ½ΏΥ,2018-11-08,40.4894,40.9279,39.1154,39.9048,3042049,
603885.SH,ΌªΟιΊ½ΏΥ,2018-11-09,39.1739,39.817,38.5307,39.2908,3932738,
603885.SH,ΌªΟιΊ½ΏΥ,2018-11-12,39.6124,41.4249,39.6124,40.4894,6738250,
603885.SH,ΌªΟιΊ½ΏΥ,2018-11-13,40.9572,42.9743,39.6124,42.7697,12628548,
603885.SH,ΌªΟιΊ½ΏΥ,2018-11-14,45.8978,46.0732,42.2727,43.4713,13694079,
603885.SH,ΌªΟιΊ½ΏΥ,2018-11-15,42.8282,43.2375,41.9511,42.9743,8093459,
603885.SH,ΌªΟιΊ½ΏΥ,2018-11-16,42.7405,42.8866,41.3665,41.4542,8450854,
603885.SH,ΌªΟιΊ½ΏΥ,2018-11-19,41.4542,41.7757,39.6709,40.4017,10929412,
603885.SH,ΌªΟιΊ½ΏΥ,2018-11-20,40.0217,40.7818,39.1447,39.2908,8878178,
603885.SH,ΌªΟιΊ½ΏΥ,2018-11-21,39.9048,40.314,39.3493,39.7293,9415587,
603885.SH,ΌªΟιΊ½ΏΥ,2018-11-22,39.1447,40.4017,39.1447,39.6416,9772673,
603885.SH,ΌªΟιΊ½ΏΥ,2018-11-23,39.6709,39.7293,38.4138,38.5015,5915241,
603885.SH,ΌªΟιΊ½ΏΥ,2018-11-26,39.6124,39.7001,38.4138,38.5892,8360162,
603885.SH,ΌªΟιΊ½ΏΥ,2018-11-27,38.2969,39.1739,38.063,38.6477,6895414,
603885.SH,ΌªΟιΊ½ΏΥ,2018-11-28,38.6184,38.8231,37.2152,38.8231,6631222,
603885.SH,ΌªΟιΊ½ΏΥ,2018-11-29,39.1739,39.9632,38.3553,38.3846,5586850,
603885.SH,ΌªΟιΊ½ΏΥ,2018-11-30,38.0045,38.94,37.4198,38.8231,3336743,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-03,39.5832,41.4542,39.4662,39.9632,12813671,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-04,40.0509,40.9279,39.6709,40.6356,9469551,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-05,39.9925,40.6064,39.4078,39.8755,6506154,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-06,39.4078,39.4078,38.1215,38.3553,5228159,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-07,38.3553,38.9108,38.0922,38.5015,1462716,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-10,38.0045,38.0922,36.572,36.9521,5784367,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-11,37.0106,37.5952,36.6013,37.069,3444123,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-12,37.186,37.5952,37.1567,37.3614,2235371,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-13,37.4491,38.0338,36.8936,37.8584,5022569,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-14,37.566,37.6245,36.4843,36.572,4769275,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-17,36.3089,36.3966,34.7595,35.2565,9947748,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-18,35.1396,35.6658,34.7303,35.0519,5184562,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-19,35.8412,36.1628,34.4379,34.6718,10738527,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-20,34.2041,35.198,33.8825,34.9642,7192912,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-21,35.1396,35.6658,34.5841,35.4611,7587548,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-24,35.315,35.8412,34.9349,35.6658,6141405,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-25,35.6658,36.5428,35.4611,36.3966,11062143,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-26,36.1043,36.8352,35.695,36.5428,6730927,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-27,36.1043,36.9521,35.7827,36.6013,5583725,
603885.SH,ΌªΟιΊ½ΏΥ,2018-12-28,36.3382,36.8644,36.0166,36.6305,4498095,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-02,36.6305,36.6305,35.5196,35.7827,4923196,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-03,35.7827,36.7182,35.7827,36.2212,3836383,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-04,35.5781,36.0751,34.9349,35.6366,5589637,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-07,35.7535,36.2505,35.3734,36.1628,5770321,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-08,36.1335,36.1335,34.818,35.4319,6034829,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-09,35.1103,35.812,35.0811,35.2565,8504377,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-10,35.2565,35.5196,34.7888,35.0226,7703245,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-11,34.8472,36.192,34.8472,35.8704,9386373,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-14,35.8997,35.8997,34.9642,34.9934,6633119,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-15,34.9934,35.1396,34.2041,35.0811,8490578,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-16,35.0226,35.2273,34.6426,35.1103,6323940,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-17,35.1103,35.198,34.2041,34.4964,7275667,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-18,34.2625,35.0811,34.2625,35.0519,7093774,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-21,35.0226,35.2857,34.7595,34.8765,5332862,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-22,34.8765,35.0519,34.6134,34.6718,4176615,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-23,34.5841,34.8472,34.4964,34.5549,3314643,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-24,34.6134,35.0226,34.4087,34.7011,5017952,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-25,34.8472,35.1103,34.6134,35.0226,4784347,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-28,35.2273,36.689,35.2273,36.4843,13710271,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-29,36.3674,36.9229,35.7535,36.572,6448348,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-30,36.5428,36.5428,35.8412,36.1043,4466652,
603885.SH,ΌªΟιΊ½ΏΥ,2019-01-31,35.9581,35.9581,35.2565,35.3734,5945407,
603885.SH,ΌªΟιΊ½ΏΥ,2019-02-01,35.5196,35.9581,35.4611,35.9289,5543794,
603885.SH,ΌªΟιΊ½ΏΥ,2019-02-11,35.9874,37.3029,35.7535,36.8059,7896319,
603885.SH,ΌªΟιΊ½ΏΥ,2019-02-12,36.8059,37.5075,36.3674,37.3029,7914699,
603885.SH,ΌªΟιΊ½ΏΥ,2019-02-13,37.2737,37.8876,36.7475,37.566,7570137,
603885.SH,ΌªΟιΊ½ΏΥ,2019-02-14,37.2737,37.8876,37.2152,37.7122,5316614,
603885.SH,ΌªΟιΊ½ΏΥ,2019-02-15,37.4198,37.8584,36.7182,36.8352,5840134,
603885.SH,ΌªΟιΊ½ΏΥ,2019-02-18,37.0106,38.3553,36.8352,37.9753,13760917,
603885.SH,ΌªΟιΊ½ΏΥ,2019-02-19,37.9753,38.56,37.5952,37.7999,6078294,
603885.SH,ΌªΟιΊ½ΏΥ,2019-02-20,38.0338,38.1799,37.2444,38.1507,7969343,
603885.SH,ΌªΟιΊ½ΏΥ,2019-02-21,38.1507,38.7646,37.4491,37.9461,9281977,
603885.SH,ΌªΟιΊ½ΏΥ,2019-02-22,37.5075,38.5892,37.3614,38.2384,8641363,
603885.SH,ΌªΟιΊ½ΏΥ,2019-02-25,38.9985,41.3957,38.9985,41.1034,21496689,
603885.SH,ΌªΟιΊ½ΏΥ,2019-02-26,41.4542,41.4542,39.6124,39.9925,14641389,
603885.SH,ΌªΟιΊ½ΏΥ,2019-02-27,40.0509,40.1386,38.94,39.2616,10760272,
603885.SH,ΌªΟιΊ½ΏΥ,2019-02-28,39.2908,39.6416,38.94,39.2908,6684133,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-01,39.4662,39.6124,38.8523,39.5539,5429233,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-04,39.5539,40.1679,39.4662,39.5832,14832131,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-05,39.4955,39.7001,39.0277,39.6416,6586355,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-06,39.4662,40.1971,39.2324,40.0217,15865467,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-07,39.8755,40.1094,39.3201,39.4955,13304901,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-08,38.8816,39.2908,37.069,37.4491,20323309,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-11,37.186,37.7122,36.6013,37.6537,27192440,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-12,37.9168,38.3846,37.566,38.063,22693623,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-13,38.1507,39.1154,37.7999,38.4138,16902684,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-14,38.7354,40.0509,38.5892,39.057,22531369,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-15,39.1739,39.6416,38.5307,38.7354,19786036,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-18,38.9108,39.9632,38.0045,39.934,16866387,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-19,39.9632,41.1034,39.3201,40.2263,18722440,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-20,40.2263,40.2263,38.7938,39.3201,13487333,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-21,39.5247,40.8695,39.5247,39.8755,20311290,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-22,39.7878,41.0741,39.4955,40.8402,16633896,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-25,40.0802,40.811,39.437,39.4955,11591405,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-26,39.7586,39.9925,38.2092,38.443,9762666,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-27,38.6184,42.302,38.6184,41.7757,29597118,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-28,41.6003,42.9159,41.2788,41.3372,17374720,
603885.SH,ΌªΟιΊ½ΏΥ,2019-03-29,41.805,44.1437,41.7757,43.179,20790383,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-01,43.3252,46.2778,43.3252,45.8685,29887158,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-02,46.1024,47.5641,45.6347,45.8978,20213015,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-03,45.8978,47.5641,45.6347,47.301,17438925,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-04,52.037,52.037,48.5873,49.4059,43048932,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-08,48.3242,48.3242,45.1377,45.5762,31606741,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-09,45.5177,45.7516,44.3191,45.1669,19339043,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-10,44.8161,46.4825,44.1145,45.8685,15882852,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-11,45.5762,45.8101,44.4945,44.9623,9403418,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-12,43.7929,44.7284,43.3252,43.5006,14662574,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-15,44.056,44.2899,41.8927,42.1266,26008259,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-16,41.8634,42.5066,41.4249,42.4189,15986817,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-17,42.3897,43.1498,42.0096,42.5651,13303417,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-18,42.5943,43.3252,41.7173,42.0096,15012396,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-19,41.9804,41.9804,41.1326,41.805,10880787,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-22,41.5126,41.5126,40.4602,41.1034,16076832,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-23,40.9279,40.9572,39.7001,39.8755,15648805,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-24,39.9632,40.4602,39.5539,40.3725,12531151,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-25,40.1386,40.1971,38.7938,38.7938,10583573,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-26,38.8816,39.1447,38.1507,38.6769,8978223,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-29,39.1154,39.7878,38.56,38.8816,12397481,
603885.SH,ΌªΟιΊ½ΏΥ,2019-04-30,38.5307,39.2616,38.443,39.2031,9566256,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-06,38.0045,38.0045,35.4904,35.6366,18443347,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-07,35.8412,36.9521,35.8412,36.6013,16141375,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-08,35.9581,37.2737,35.695,36.7182,10405665,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-09,36.1335,36.9813,35.9289,36.0751,9871033,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-10,36.5428,36.7182,35.4319,36.3966,13879467,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-13,35.8412,36.572,35.198,36.2505,13996473,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-14,35.5196,35.9874,35.1103,35.198,13188886,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-15,35.3442,35.812,35.3442,35.6658,6338057,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-16,35.7827,36.4551,35.5196,36.2797,8396509,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-17,36.1335,36.192,35.0226,35.0811,11929695,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-20,35.1103,35.198,33.8533,34.2918,11820033,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-21,34.4964,35.0519,34.1456,34.7011,11724777,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-22,34.7595,35.5488,34.1456,35.198,11235760,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-23,35.1396,35.4319,34.4379,34.9642,7265820,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-24,35.5488,35.8997,34.6426,35.4319,10902108,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-27,35.4319,36.5428,34.9642,36.4843,13049270,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-28,36.5428,37.069,36.1043,36.5428,7669974,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-29,36.2797,36.8059,36.2505,36.4259,3636700,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-30,36.3966,36.3966,35.5488,35.8997,5344425,
603885.SH,ΌªΟιΊ½ΏΥ,2019-05-31,36.2505,36.6305,36.1335,36.4551,4700312,
603885.SH,ΌªΟιΊ½ΏΥ,2019-06-03,36.8059,37.3906,36.5428,36.572,6100304,
603885.SH,ΌªΟιΊ½ΏΥ,2019-06-04,36.3966,36.9229,35.7243,35.9874,4420265,
603885.SH,ΌªΟιΊ½ΏΥ,2019-06-05,36.192,36.3966,35.3442,35.3734,5242744,
603885.SH,ΌªΟιΊ½ΏΥ,2019-06-06,35.3734,35.6366,34.9057,34.9934,3589390,
603885.SH,ΌªΟιΊ½ΏΥ,2019-06-10,34.9349,35.2273,34.2625,34.6718,5247546,
603885.SH,ΌªΟιΊ½ΏΥ,2019-06-11,34.7303,35.9289,34.7303,35.7827,7885144,
603885.SH,ΌªΟιΊ½ΏΥ,2019-06-12,35.7535,35.9581,35.3442,35.4904,3422546,
603885.SH,ΌªΟιΊ½ΏΥ,2019-06-13,35.6658,35.812,35.315,35.5488,3554303,
603885.SH,ΌªΟιΊ½ΏΥ,2019-06-14,35.5488,35.7535,34.8765,34.9349,3380703,
603885.SH,ΌªΟιΊ½ΏΥ,2019-06-17,35.1396,35.4027,34.9642,35.0811,2245571,
603885.SH,ΌªΟιΊ½ΏΥ,2019-06-18,35.0519,36.1043,35.0519,36.0166,6625388,
603885.SH,ΌªΟιΊ½ΏΥ,2019-06-19,36.8936,37.7707,36.4843,36.6305,10412808,
603885.SH,ΌªΟιΊ½ΏΥ,2019-06-20,36.6597,37.7707,36.3966,37.566,10369199,
603885.SH,ΌªΟιΊ½ΏΥ,2019-06-21,37.566,38.6769,37.4491,38.0045,8598030,
603885.SH,ΌªΟιΊ½ΏΥ,2019-06-24,38.1507,38.2384,37.5368,37.8876,5354087,
603885.SH,ΌªΟιΊ½ΏΥ,2019-06-25,37.8291,38.6477,37.3614,38.3846,8656164,
603885.SH,ΌªΟιΊ½ΏΥ,2019-06-26,38.0338,38.3261,37.8876,38.0922,3395920,
603885.SH,ΌªΟιΊ½ΏΥ,2019-06-27,38.1215,38.8816,38.1215,38.6769,5167380,
603885.SH,ΌªΟιΊ½ΏΥ,2019-06-28,38.8523,38.8523,37.7122,38.2969,4302281,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-01,38.8523,39.2616,38.4138,38.7938,6423094,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-02,38.7938,38.8523,38.063,38.5892,6181140,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-03,38.6184,38.8816,38.3261,38.3846,3733520,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-04,38.3261,38.8816,38.1799,38.2969,3497632,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-05,38.5015,39.1154,38.1799,38.9985,4792246,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-08,39.1154,39.1447,37.4198,37.5075,6145944,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-09,37.5075,38.2969,36.7767,38.063,6229626,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-10,38.1215,38.2092,37.3321,37.4783,3257414,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-11,37.5952,37.8584,37.2737,37.5075,3783593,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-12,37.5368,38.3261,37.5075,37.9753,3229675,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-15,37.9168,39.437,37.566,39.3785,8463204,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-16,39.2908,39.934,39.057,39.3201,4436694,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-17,39.5539,39.6124,38.9108,39.0862,4836888,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-18,38.9108,39.1447,38.3553,38.5307,3737094,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-19,38.9985,39.5247,38.6477,39.437,4417400,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-22,39.3201,39.437,38.7354,38.8231,3445293,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-23,38.8816,39.0277,38.56,38.7646,3730135,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-24,38.6477,39.3201,38.6477,38.9985,3963106,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-25,38.94,39.057,38.1507,38.56,4505122,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-26,38.3553,38.7354,38.2092,38.4138,3730808,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-29,38.4138,38.8816,38.2969,38.3261,4150157,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-30,38.7354,38.7354,37.9753,38.0338,5082625,
603885.SH,ΌªΟιΊ½ΏΥ,2019-07-31,37.9461,37.9753,37.0983,37.6829,8133566,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-01,37.4783,37.7122,36.4259,36.7475,7234364,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-02,36.0458,36.3382,35.6658,35.8997,5048455,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-05,35.8412,35.8412,34.9057,34.9349,6217532,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-06,34.4379,35.315,33.6194,35.0811,8348475,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-07,35.315,35.4611,34.4672,34.5841,2823196,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-08,34.7303,35.315,34.5549,35.0811,5252765,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-09,35.3734,36.4843,35.1103,36.0458,9316969,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-12,36.3382,36.5136,35.6366,36.3382,3032507,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-13,36.0166,36.3674,35.812,36.0751,2532934,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-14,36.2505,36.6305,36.1335,36.3382,4256047,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-15,35.695,36.1628,35.4319,36.1043,4867421,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-16,36.192,36.3089,35.812,35.9581,2237672,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-19,36.1335,37.069,35.9581,36.9229,5117923,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-20,36.9813,36.9813,36.1628,36.2505,3713979,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-21,36.0751,37.1275,35.8704,36.8936,6053846,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-22,36.5428,36.6597,35.8997,36.1335,5170389,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-23,36.0458,36.192,35.6658,35.8704,2717071,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-26,35.3734,35.8704,35.2565,35.5196,3396834,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-27,35.5781,36.2212,35.5781,35.9581,4175725,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-28,35.695,36.0458,35.5488,35.5781,2974880,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-29,35.5781,36.0166,35.4319,35.7243,2196672,
603885.SH,ΌªΟιΊ½ΏΥ,2019-08-30,35.8997,36.192,35.6658,36.0166,3863416,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-02,36.0166,37.0106,35.8704,36.8644,7576917,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-03,36.7767,37.0983,35.9289,36.4843,7969172,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-04,36.4843,36.5136,36.0751,36.4551,3472761,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-05,36.5428,37.8876,36.5428,37.5368,12044588,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-06,37.7999,38.6184,37.2152,38.5307,9577087,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-09,39.2908,39.437,38.6769,39.2324,9369601,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-10,39.2324,39.7586,38.5892,39.0277,5569826,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-11,39.2324,39.2324,38.2092,38.443,4636071,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-12,38.8816,39.1447,38.3553,38.7061,5326160,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-16,38.1507,38.7354,37.5075,37.7707,11583580,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-17,37.9461,37.9461,36.8644,37.0398,5281520,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-18,37.3029,37.8584,37.3029,37.5368,5262605,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-19,37.7414,37.9168,37.4198,37.6829,3883039,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-20,37.8584,39.2908,37.5952,38.8523,8846165,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-23,38.7646,39.437,38.443,39.057,7555748,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-24,38.8816,41.3372,38.8816,41.1618,18962594,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-25,41.8342,42.5651,41.3665,41.805,17061910,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-26,41.9804,42.5651,41.0449,41.0449,8171586,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-27,41.2203,41.4834,40.314,40.5479,6873607,
603885.SH,ΌªΟιΊ½ΏΥ,2019-09-30,40.3725,40.8695,39.6709,39.9632,7426421,
603885.SH,ΌªΟιΊ½ΏΥ,2019-10-08,40.2848,40.6064,39.5247,40.3725,6395127,
603885.SH,ΌªΟιΊ½ΏΥ,2019-10-09,40.2848,40.3433,38.9985,39.2616,6336628,
603885.SH,ΌªΟιΊ½ΏΥ,2019-10-10,39.2908,40.7818,38.8231,40.5479,10531692,
603885.SH,ΌªΟιΊ½ΏΥ,2019-10-11,40.3433,40.7525,39.3785,39.934,7588337,
603885.SH,ΌªΟιΊ½ΏΥ,2019-10-14,40.1971,40.7818,39.7586,40.3433,7743624,
603885.SH,ΌªΟιΊ½ΏΥ,2019-10-15,40.3433,40.3433,39.4955,39.817,4857533,
603885.SH,ΌªΟιΊ½ΏΥ,2019-10-16,39.9048,40.9279,39.817,40.4602,8263452,
603885.SH,ΌªΟιΊ½ΏΥ,2019-10-17,40.3725,42.1266,40.3725,41.9511,9164867,
603885.SH,ΌªΟιΊ½ΏΥ,2019-10-18,42.3604,42.3604,41.0449,41.1034,6037207,
603885.SH,ΌªΟιΊ½ΏΥ,2019-10-21,40.7818,41.5126,40.3725,41.3372,6150668,
603885.SH,ΌªΟιΊ½ΏΥ,2019-10-22,41.3957,41.9804,40.6064,41.0741,3916055,
603885.SH,ΌªΟιΊ½ΏΥ,2019-10-23,41.2203,41.2203,39.6416,39.7878,6216220,
603885.SH,ΌªΟιΊ½ΏΥ,2019-10-24,39.7586,39.9048,38.8816,39.6124,2691435,
603885.SH,ΌªΟιΊ½ΏΥ,2019-10-25,39.7878,39.9048,38.9985,39.7586,2771472,
603885.SH,ΌªΟιΊ½ΏΥ,2019-10-28,39.6124,40.3725,39.5539,40.0509,3281022,
603885.SH,ΌªΟιΊ½ΏΥ,2019-10-29,39.817,41.1911,39.817,40.6941,4409100,
603885.SH,ΌªΟιΊ½ΏΥ,2019-10-30,40.431,41.7465,40.2556,41.3665,4540248,
603885.SH,ΌªΟιΊ½ΏΥ,2019-10-31,40.9279,41.6588,40.0509,41.0449,5096844,
603885.SH,ΌªΟιΊ½ΏΥ,2019-11-01,41.1618,42.9159,40.7233,42.5358,8325891,
603885.SH,ΌªΟιΊ½ΏΥ,2019-11-04,42.5943,45.1084,42.3604,44.4361,16066293,
603885.SH,ΌªΟιΊ½ΏΥ,2019-11-05,44.3776,44.9915,44.0852,44.553,8162512,
603885.SH,ΌªΟιΊ½ΏΥ,2019-11-06,45.2839,46.2193,44.4945,44.6992,13315903,
603885.SH,ΌªΟιΊ½ΏΥ,2019-11-07,45.3423,45.6639,44.7869,45.3423,7145552,
603885.SH,ΌªΟιΊ½ΏΥ,2019-11-08,46.2486,46.6286,44.2899,44.4361,7521322,
603885.SH,ΌªΟιΊ½ΏΥ,2019-11-11,43.6467,44.5238,43.2667,43.676,6204930,
603885.SH,ΌªΟιΊ½ΏΥ,2019-11-12,43.8806,43.8806,42.5066,42.8866,6239317,
603885.SH,ΌªΟιΊ½ΏΥ,2019-11-13,43.1205,43.2082,42.3604,42.6528,7294674,
603885.SH,ΌªΟιΊ½ΏΥ,2019-11-14,42.7405,43.2667,42.0681,42.7989,5682025,
